baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,alternative_gene_id,alternative_gene_name,comparison_status,baseline_variant_count,alternative_variant_count,exact_shared_variant_count,target_only_variant_count,accepted_match_count,rejected_match_count,target_reference_match_count,callable_no_candidate_count,target_not_callable_count,unresolved_projection_count,burden_explanation
GCF_000005845.2,b3848,yigZ,GCF_003697165.2,EAS44_RS24215,yigZ,comparable,6,12,0,12,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3849,trkH,GCF_003697165.2,EAS44_RS24210,trkH,comparable,6,19,0,19,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b3850,hemG,GCF_003697165.2,EAS44_RS24205,hemG,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3856,mobB,GCF_003697165.2,EAS44_RS24175,mobB,comparable,0,18,0,18,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3857,mobA,GCF_003697165.2,EAS44_RS24170,mobA,comparable,0,22,0,22,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3858,yihD,GCF_003697165.2,EAS44_RS24165,yihD,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3859,srkA,GCF_003697165.2,EAS44_RS24160,srkA,comparable,1,10,0,10,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3860,dsbA,GCF_003697165.2,EAS44_RS24155,dsbA,comparable,4,10,0,10,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3861,yihF,GCF_003697165.2,EAS44_RS24150,yihF,comparable,10,38,0,38,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b3862,yihG,GCF_003697165.2,EAS44_RS24145,yihG,comparable,2,13,0,13,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3863,polA,GCF_003697165.2,EAS44_RS24135,polA,comparable,1,44,0,44,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3865,yihA,GCF_003697165.2,EAS44_RS24130,yihA,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3866,yihI,GCF_003697165.2,EAS44_RS24125,yihI,comparable,0,8,0,8,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3867,hemN,GCF_003697165.2,EAS44_RS24120,hemN,comparable,1,23,0,23,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4686,yshB,GCF_003697165.2,EAS44_RS24115,yshB,comparable,2,4,0,4,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3868,glnG,GCF_003697165.2,EAS44_RS24110,glnG,comparable,13,53,0,53,0,0,0,0,0,13,unresolved_liftover
GCF_000005845.2,b3869,glnL,GCF_003697165.2,EAS44_RS24105,glnL,comparable,2,21,0,21,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3870,glnA,GCF_003697165.2,EAS44_RS24100,glnA,comparable,5,41,0,41,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b3871,bipA,GCF_003697165.2,EAS44_RS24095,typA,comparable,4,13,0,13,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b3885,yihX,GCF_003697165.2,EAS44_RS24050,yihX,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3886,yihY,GCF_003697165.2,EAS44_RS24045,yihY,comparable,1,30,0,30,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3887,dtd,GCF_003697165.2,EAS44_RS24040,dtd,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3888,fabY,GCF_003697165.2,EAS44_RS24035,fabY,comparable,1,35,0,35,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3891,fdhE,GCF_003697165.2,EAS44_RS23995,fdhE,comparable,1,26,0,26,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b3892,fdoI,GCF_003697165.2,EAS44_RS23990,fdoI,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3893,fdoH,GCF_003697165.2,EAS44_RS23985,fdoH,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3894,fdoG,GCF_003697165.2,EAS44_RS23980,fdnG,comparable,0,76,0,76,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3895,fdhD,GCF_003697165.2,EAS44_RS23970,fdhD,comparable,2,29,0,29,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b3901,rhaM,GCF_003697165.2,EAS44_RS23955,rhaM,comparable,10,21,9,12,9,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3902,rhaD,GCF_003697165.2,EAS44_RS23950,rhaD,comparable,32,46,26,20,26,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3903,rhaA,GCF_003697165.2,EAS44_RS23945,rhaA,comparable,40,62,31,31,31,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3904,rhaB,GCF_003697165.2,EAS44_RS23940,rhaB,comparable,24,31,8,23,8,0,16,0,0,0,partially_shared_variants
GCF_000005845.2,b3905,rhaS,GCF_003697165.2,EAS44_RS23935,rhaS,comparable,6,18,5,13,5,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3906,rhaR,GCF_003697165.2,EAS44_RS23930,rhaR,comparable,11,13,8,5,8,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3907,rhaT,GCF_003697165.2,EAS44_RS23925,rhaT,comparable,22,23,10,13,10,0,12,0,0,0,partially_shared_variants
GCF_000005845.2,b3908,sodA,GCF_003697165.2,EAS44_RS23920,sodA,comparable,10,20,7,13,7,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3909,kdgT,GCF_003697165.2,EAS44_RS23915,kdgT,comparable,6,18,4,14,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3910,yiiM,GCF_003697165.2,EAS44_RS23910,yiiM,comparable,3,27,0,27,0,0,3,0,0,0,reference_allele_difference
GCF_000005845.2,b3911,cpxA,GCF_003697165.2,EAS44_RS23905,cpxA,comparable,5,24,5,19,5,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3912,cpxR,GCF_003697165.2,EAS44_RS23900,cpxR,comparable,3,16,1,15,1,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b4484,cpxP,GCF_003697165.2,EAS44_RS23895,cpxP,comparable,2,5,2,3,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3915,fieF,GCF_003697165.2,EAS44_RS23890,fieF,comparable,4,5,2,3,2,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3916,pfkA,GCF_003697165.2,EAS44_RS23885,pfkA,comparable,6,6,1,5,1,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3917,sbp,GCF_003697165.2,EAS44_RS23880,sbp,comparable,17,20,8,12,8,0,9,0,0,0,partially_shared_variants
GCF_000005845.2,b3918,cdh,GCF_003697165.2,EAS44_RS23875,cdh,comparable,15,41,9,32,9,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3919,tpiA,GCF_003697165.2,EAS44_RS23870,tpiA,comparable,10,12,3,9,3,0,7,0,0,0,partially_shared_variants
GCF_000005845.2,b3920,yiiQ,GCF_003697165.2,EAS44_RS23865,yiiQ,comparable,6,8,3,5,3,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3921,yiiR,GCF_003697165.2,EAS44_RS23860,yiiR,comparable,5,4,1,3,1,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3922,yiiS,GCF_003697165.2,EAS44_RS23855,yiiS,comparable,3,1,0,1,0,0,3,0,0,0,reference_allele_difference
GCF_000005845.2,b3923,uspD,GCF_003697165.2,EAS44_RS23850,uspD,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3924,fpr,GCF_003697165.2,EAS44_RS23845,fpr,comparable,24,36,9,27,9,0,15,0,0,0,partially_shared_variants
GCF_000005845.2,b3925,glpX,GCF_003697165.2,EAS44_RS23840,glpX,comparable,10,28,4,24,4,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3926,glpK,GCF_003697165.2,EAS44_RS23835,glpK,comparable,0,40,0,40,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3927,glpF,GCF_003697165.2,EAS44_RS23830,glpF,comparable,3,6,1,5,1,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3928,zapB,GCF_003697165.2,EAS44_RS23825,zapB,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3929,rraA,GCF_003697165.2,EAS44_RS23820,rraA,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3930,menA,GCF_003697165.2,EAS44_RS23815,menA,comparable,0,22,0,22,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3931,hslU,GCF_003697165.2,EAS44_RS23810,hslU,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3932,hslV,GCF_003697165.2,EAS44_RS23805,hslV,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3933,ftsN,GCF_003697165.2,EAS44_RS23800,ftsN,comparable,1,17,1,16,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3934,cytR,GCF_003697165.2,EAS44_RS23795,cytR,comparable,0,13,0,13,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3935,priA,GCF_003697165.2,EAS44_RS23790,priA,comparable,0,112,0,112,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3936,rpmE,GCF_003697165.2,EAS44_RS23785,rpmE,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b3937,yiiX,GCF_003697165.2,EAS44_RS23780,yiiX,comparable,6,20,0,20,0,0,6,0,0,0,reference_allele_difference
GCF_000005845.2,b3938,metJ,GCF_003697165.2,EAS44_RS23775,metJ,comparable,0,3,0,3,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3939,metB,GCF_003697165.2,EAS44_RS23770,metB,comparable,10,34,10,24,10,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3940,metL,GCF_003697165.2,EAS44_RS23765,metL,comparable,13,91,4,87,4,1,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3941,metF,GCF_003697165.2,EAS44_RS23735,metF,comparable,2,45,2,43,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3942,katG,GCF_003697165.2,EAS44_RS23730,katG,comparable,1,65,1,64,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3943,yijE,GCF_003697165.2,EAS44_RS23725,yijE,comparable,0,23,0,23,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3944,yijF,GCF_003697165.2,EAS44_RS23720,yijF,comparable,8,34,4,30,4,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3945,gldA,GCF_003697165.2,EAS44_RS23715,gldA,comparable,3,34,0,34,0,0,3,0,0,0,reference_allele_difference
GCF_000005845.2,b3947,ptsA,GCF_003697165.2,EAS44_RS23705,ptsP,comparable,71,64,30,34,30,0,41,0,0,0,partially_shared_variants
GCF_000005845.2,b3949,frwC,GCF_003697165.2,EAS44_RS23700,frwC,comparable,7,43,2,41,2,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3950,frwB,GCF_003697165.2,EAS44_RS23695,frwB,comparable,7,17,4,13,4,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3951,pflD,GCF_003697165.2,EAS44_RS23690,pflD,comparable,32,56,15,41,15,0,17,0,0,0,partially_shared_variants
GCF_000005845.2,b3952,pflC,GCF_003697165.2,EAS44_RS23685,pflC,comparable,13,25,7,18,7,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3953,frwD,GCF_003697165.2,EAS44_RS23680,frwD,comparable,4,17,3,14,3,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3954,yijO,GCF_003697165.2,EAS44_RS23675,yijO,comparable,10,30,8,22,8,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3955,eptC,GCF_003697165.2,EAS44_RS23670,eptC,comparable,27,46,16,30,16,0,11,0,0,0,partially_shared_variants
GCF_000005845.2,b3956,ppc,GCF_003697165.2,EAS44_RS23665,ppc,comparable,11,53,5,48,5,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3957,argE,GCF_003697165.2,EAS44_RS23660,argE,comparable,21,55,16,39,16,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b3958,argC,GCF_003697165.2,EAS44_RS23655,argC,comparable,0,32,0,32,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3959,argB,GCF_003697165.2,EAS44_RS23650,argB,comparable,3,14,0,14,0,0,3,0,0,0,reference_allele_difference
GCF_000005845.2,b3960,argH,GCF_003697165.2,EAS44_RS23645,argH,comparable,0,42,0,42,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3961,oxyR,GCF_003697165.2,EAS44_RS23625,oxyR,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3962,sthA,GCF_003697165.2,EAS44_RS23620,sthA,comparable,1,26,1,25,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3963,fabR,GCF_003697165.2,EAS44_RS23605,fabR,comparable,0,11,0,11,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3964,yijD,GCF_003697165.2,EAS44_RS23600,yijD,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3965,trmA,GCF_003697165.2,EAS44_RS23595,trmA,comparable,2,40,0,40,0,0,2,0,0,0,reference_allele_difference
GCF_000005845.2,b3966,btuB,GCF_003697165.2,EAS44_RS23590,btuB,comparable,1,77,1,76,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3967,murI,GCF_003697165.2,EAS44_RS23585,murI,comparable,0,13,0,13,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3972,murB,GCF_003697165.2,EAS44_RS23560,murB,comparable,16,41,8,33,8,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3973,birA,GCF_003697165.2,EAS44_RS23555,birA,comparable,10,45,4,41,4,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3974,coaA,GCF_003697165.2,EAS44_RS23550,coaA,comparable,4,9,1,8,1,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b3981,secE,GCF_003697165.2,EAS44_RS23520,secE,comparable,1,2,0,2,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3982,nusG,GCF_003697165.2,EAS44_RS23515,nusG,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3983,rplK,GCF_003697165.2,EAS44_RS23510,rplK,comparable,0,2,0,2,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3984,rplA,GCF_003697165.2,EAS44_RS23505,rplA,comparable,2,7,1,6,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3985,rplJ,GCF_003697165.2,EAS44_RS23500,rplJ,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3986,rplL,GCF_003697165.2,EAS44_RS23495,rplL,comparable,0,1,0,1,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3987,rpoB,GCF_003697165.2,EAS44_RS23490,rpoB,comparable,12,52,6,46,6,0,6,0,0,0,partially_shared_variants
GCF_000005845.2,b3988,rpoC,GCF_003697165.2,EAS44_RS23485,rpoC,comparable,17,40,9,31,9,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3990,thiH,GCF_003697165.2,EAS44_RS23480,thiH,comparable,15,63,7,56,7,0,8,0,0,0,partially_shared_variants
GCF_000005845.2,b3991,thiG,GCF_003697165.2,EAS44_RS23475,thiG,comparable,17,19,12,7,12,0,5,0,0,0,partially_shared_variants
GCF_000005845.2,b4407,thiS,GCF_003697165.2,EAS44_RS23470,thiS,comparable,2,4,1,3,1,0,1,0,0,0,partially_shared_variants
GCF_000005845.2,b3992,thiF,GCF_003697165.2,EAS44_RS23465,thiF,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3993,thiE,GCF_003697165.2,EAS44_RS23460,thiE,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b3994,thiC,GCF_003697165.2,EAS44_RS23455,thiC,comparable,24,72,11,61,11,0,13,0,0,0,partially_shared_variants
GCF_000005845.2,b3995,rsd,GCF_003697165.2,EAS44_RS23450,rsd,comparable,2,9,2,7,2,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b3996,nudC,GCF_003697165.2,EAS44_RS23445,nudC,comparable,6,14,4,10,4,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b3997,hemE,GCF_003697165.2,EAS44_RS23440,hemE,comparable,12,36,8,28,8,0,4,0,0,0,partially_shared_variants
GCF_000005845.2,b3998,nfi,GCF_003697165.2,EAS44_RS23435,nfi,comparable,1,17,0,17,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b3999,yjaG,GCF_003697165.2,EAS44_RS23430,yjaG,comparable,1,20,1,19,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b4000,hupA,GCF_003697165.2,EAS44_RS23425,hupA,comparable,0,0,0,0,0,0,0,0,0,0,same_exact_variants
GCF_000005845.2,b4001,yjaH,GCF_003697165.2,EAS44_RS23420,yjaH,comparable,7,10,4,6,4,0,3,0,0,0,partially_shared_variants
GCF_000005845.2,b4002,zraP,GCF_003697165.2,EAS44_RS23415,zraP,comparable,7,4,1,3,1,0,3,1,0,2,unresolved_liftover
GCF_000005845.2,b4004,zraR,GCF_003697165.2,EAS44_RS23405,zraR,comparable,15,46,0,46,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b4005,purD,GCF_003697165.2,EAS44_RS23400,purD,comparable,28,54,0,54,0,0,0,0,0,28,unresolved_liftover
GCF_000005845.2,b4006,purH,GCF_003697165.2,EAS44_RS23395,purH,comparable,0,52,0,52,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4012,yjaB,GCF_003697165.2,EAS44_RS23365,yjaB,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4013,metA,GCF_003697165.2,EAS44_RS23360,metA,comparable,1,25,0,25,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4014,aceB,GCF_003697165.2,EAS44_RS23355,aceB,comparable,2,43,0,43,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4015,aceA,GCF_003697165.2,EAS44_RS23350,aceA,comparable,8,35,0,35,0,0,0,0,0,8,unresolved_liftover
GCF_000005845.2,b4016,aceK,GCF_003697165.2,EAS44_RS23345,aceK,comparable,43,73,0,73,0,0,0,0,0,43,unresolved_liftover
GCF_000005845.2,b4018,iclR,GCF_003697165.2,EAS44_RS23340,iclR,comparable,6,28,0,28,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b4020,yjbB,GCF_003697165.2,EAS44_RS23320,yjbB,comparable,1,62,0,62,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4021,pepE,GCF_003697165.2,EAS44_RS23315,pepE,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4022,rluF,GCF_003697165.2,EAS44_RS23275,rluF,comparable,0,36,0,36,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4023,yjbD,GCF_003697165.2,EAS44_RS23270,yjbD,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4024,lysC,GCF_003697165.2,EAS44_RS23265,lysC,comparable,0,27,0,27,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4025,pgi,GCF_003697165.2,EAS44_RS23255,pgi,comparable,1,37,0,37,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4026,yjbE,GCF_003697165.2,EAS44_RS23250,yjbE,comparable,2,2,0,2,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4027,yjbF,GCF_003697165.2,EAS44_RS23245,yjbF,comparable,21,16,0,16,0,0,0,0,0,21,unresolved_liftover
GCF_000005845.2,b4028,yjbG,GCF_003697165.2,EAS44_RS23240,yjbG,comparable,15,33,0,33,0,0,0,0,0,15,unresolved_liftover
GCF_000005845.2,b4029,yjbH,GCF_003697165.2,EAS44_RS23235,yjbH,comparable,10,46,0,46,0,0,0,0,0,10,unresolved_liftover
GCF_000005845.2,b4620,yjbT,GCF_003697165.2,EAS44_RS23230,EAS44_RS23230,comparable,0,4,0,4,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4030,psiE,GCF_003697165.2,EAS44_RS23225,psiE,comparable,0,6,0,6,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4032,malG,GCF_003697165.2,EAS44_RS23220,malG,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4033,malF,GCF_003697165.2,EAS44_RS23215,malF,comparable,0,25,0,25,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4034,malE,GCF_003697165.2,EAS44_RS23210,malE,comparable,0,35,0,35,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4035,malK,GCF_003697165.2,EAS44_RS23205,malK,comparable,0,20,0,20,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4036,lamB,GCF_003697165.2,EAS44_RS23200,lamB,comparable,0,24,0,24,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4037,malM,GCF_003697165.2,EAS44_RS23195,malM,comparable,0,26,0,26,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4039,ubiC,GCF_003697165.2,EAS44_RS23190,ubiC,comparable,1,8,0,8,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4040,ubiA,GCF_003697165.2,EAS44_RS23185,ubiA,comparable,0,15,0,15,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4041,plsB,GCF_003697165.2,EAS44_RS23180,plsB,comparable,28,45,0,45,0,0,0,0,0,28,unresolved_liftover
GCF_000005845.2,b4042,dgkA,GCF_003697165.2,EAS44_RS23175,dgkA,comparable,6,10,0,10,0,0,0,0,0,6,unresolved_liftover
GCF_000005845.2,b4043,lexA,GCF_003697165.2,EAS44_RS23170,lexA,comparable,4,8,0,8,0,0,0,0,0,4,unresolved_liftover
GCF_000005845.2,b4044,dinF,GCF_003697165.2,EAS44_RS23165,dinF,comparable,16,33,0,33,0,0,0,0,0,16,unresolved_liftover
GCF_000005845.2,b4045,yjbJ,GCF_003697165.2,EAS44_RS23160,yjbJ,comparable,0,17,0,17,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4046,zur,GCF_003697165.2,EAS44_RS23155,zur,comparable,9,27,0,27,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b4049,dusA,GCF_003697165.2,EAS44_RS23150,dusA,comparable,11,22,0,22,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b4050,pspG,GCF_003697165.2,EAS44_RS23145,pspG,comparable,0,14,0,14,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4051,qorA,GCF_003697165.2,EAS44_RS23140,qorA,comparable,9,23,0,23,0,0,0,0,0,9,unresolved_liftover
GCF_000005845.2,b4052,dnaB,GCF_003697165.2,EAS44_RS23110,dnaB,comparable,14,33,0,33,0,0,0,0,0,14,unresolved_liftover
GCF_000005845.2,b4053,alr,GCF_003697165.2,EAS44_RS23105,alr,comparable,2,21,0,21,0,0,0,0,0,2,unresolved_liftover
GCF_000005845.2,b4054,tyrB,GCF_003697165.2,EAS44_RS23090,tyrB,comparable,1,22,0,22,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4055,aphA,GCF_003697165.2,EAS44_RS23040,aphA,comparable,1,23,1,22,1,0,0,0,0,0,partially_shared_variants
GCF_000005845.2,b4056,yjbQ,GCF_003697165.2,EAS44_RS23035,yjbQ,comparable,0,5,0,5,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4057,yjbR,GCF_003697165.2,EAS44_RS23030,yjbR,comparable,1,3,0,3,0,0,1,0,0,0,reference_allele_difference
GCF_000005845.2,b4058,uvrA,GCF_003697165.2,EAS44_RS23025,uvrA,comparable,51,107,23,84,23,0,28,0,0,0,partially_shared_variants
GCF_000005845.2,b4059,ssb,GCF_003697165.2,EAS44_RS23020,ssb1,comparable,3,8,1,7,1,0,2,0,0,0,partially_shared_variants
GCF_000005845.2,b4060,yjcB,GCF_003697165.2,EAS44_RS23015,yjcB,comparable,0,9,0,9,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4061,pdeC,GCF_003697165.2,EAS44_RS23010,pdeC,comparable,0,48,0,48,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4062,soxS,GCF_003697165.2,EAS44_RS23005,soxS,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4063,soxR,GCF_003697165.2,EAS44_RS23000,soxR,comparable,0,10,0,10,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4065,yjcE,GCF_003697165.2,EAS44_RS22990,yjcE,comparable,16,39,6,33,6,0,10,0,0,0,partially_shared_variants
GCF_000005845.2,b4067,actP,GCF_003697165.2,EAS44_RS22970,actP,comparable,21,76,0,76,0,0,0,0,0,21,unresolved_liftover
GCF_000005845.2,b4068,yjcH,GCF_003697165.2,EAS44_RS22965,yjcH,comparable,5,7,0,7,0,0,0,0,0,5,unresolved_liftover
GCF_000005845.2,b4069,acs,GCF_003697165.2,EAS44_RS22960,acs,comparable,17,59,0,59,0,0,0,0,0,17,unresolved_liftover
GCF_000005845.2,b4070,nrfA,GCF_003697165.2,EAS44_RS22950,nrfA,comparable,0,25,0,25,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4071,nrfB,GCF_003697165.2,EAS44_RS22945,nrfB,comparable,0,7,0,7,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4072,nrfC,GCF_003697165.2,EAS44_RS22940,nrfC,comparable,0,12,0,12,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4073,nrfD,GCF_003697165.2,EAS44_RS22935,nrfD,comparable,1,17,0,17,0,0,0,0,0,1,unresolved_liftover
GCF_000005845.2,b4074,nrfE,GCF_003697165.2,EAS44_RS22930,nrfE,comparable,43,63,0,63,0,0,0,0,0,43,unresolved_liftover
GCF_000005845.2,b4076,nrfG,GCF_003697165.2,EAS44_RS22920,nrfG,comparable,18,19,0,19,0,0,0,0,0,18,unresolved_liftover
GCF_000005845.2,b4077,gltP,GCF_003697165.2,EAS44_RS22915,gltP,comparable,22,23,0,23,0,0,0,0,0,22,unresolved_liftover
GCF_000005845.2,b4078,yjcO,GCF_003697165.2,EAS44_RS22910,yjcO,comparable,0,21,0,21,0,0,0,0,0,0,different_variants_in_same_gene
GCF_000005845.2,b4079,fdhF,GCF_003697165.2,EAS44_RS22880,fdhF,comparable,11,36,0,36,0,0,0,0,0,11,unresolved_liftover
GCF_000005845.2,b4080,mdtP,GCF_003697165.2,EAS44_RS22875,mdtP,comparable,1,33,0,33,0,0,0,0,0,1,unresolved_liftover
